;; Sri Ganeshji : Sri Balaji : Sri Pitreshwarji : Sri Durgaji : Sri Venkateshwara ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;; Section/Object,SDFId of Object,IsPrimary,IsRecursive,HasMstTree,HasValidFunc,HasPrepareFunc,RF Required 1,RF Required 2,Is OR Test,HasSplitFunc,HasIsEmptyFunc,ObjNameRF,Natural Language Accessible,NatLangAliases,HasViews,UseFastCaching,Can Regenerate,GetPvtFuncs,HasMsgPrepareFunc,Section Close,,,,,,,,,,,,,,,,COMMENTS (must start with //)
;; FLD Name, Type,Level, RF Name, TDL Name, Default Value, Repeated, Object Name,MST OBJ Name, IsUnique, UniqueRF for Aggr / BaseDate For DateRange, SchemaInEditModeOnly,IsInherited,IsCacheRequired/Property of Object,SourceCollection,IsSysNameIsString,Required For Remoting,NatLang Accessible,NatLang Aliases,FromDateParmApplicable,ToDateParmApplicable,ValMethodParmApplicable,ScenarioParmApplicable,ObjIdentiferParm,View,IsConsumable,Read/Write,IsInitiallyGathered,IsEncrypted,IsExportable,RFSrcType,RFSrcTdlExp,RegeneratesObj,DependencyType,Is Status Type,Dependency,COMMENTS(muststartwith//)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_BRANCH_NAME,STR,,RF_BANK_BRANCH_NAME,Branch Name,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_ACC_NUM,STR,,RF_BANK_ACC_NUM,Account Number,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_UNIQUE_REF_NUM,STR,,RF_BANK_UNIQUE_REF_NUM,Unique Reference Number,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_BANKERS_DATE,DATE,,RF_BANKERS_DATE,Bankers Date,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_BANKERS_REMARKS,STR,,RF_BANK_BANKERS_REMARKS,Bankers Remarks,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_CHEQ_PRINTED,NUM,,RF_BANK_CHEQ_PRINTED,Cheque Printed,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_INSTRU_RETURN_DATE,DATE,,RF_BANK_INSTRU_RETURN_DATE,Instrument Return Date,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_STATUS,BOOL,,RF_STATUS,Status,TV_FALSE,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_CASH_DENOMINATION,STR,,RF_CASH_DENOMINATION,CashDenomination,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_CHQ_RANGE,STR,,RF_CHQ_RANGE,ChequeRange,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
